Site: Boigneville, Unité d'acquisition: Boigneville, Dep: 91, Com: 69, Num: 2;;;;;;
Date;01/09/2012;T[°C);HR(%);Pluies (mm);Vent (km/h);Rg (j/cm²)
24/05/2013;02:00;2,6;98,5;0;3;0
24/05/2013;03:00;1,6;99;0;3;0
24/05/2013;04:00;2,7;99,5;0;3;14
24/05/2013;05:00;4;99,5;0;5;46
24/05/2013;06:00;6,1;99,5;0;6;126
24/05/2013;07:00;7;97;0;8;142
24/05/2013;08:00;7,6;84;0;9;128
24/05/2013;09:00;8,1;84;0;11;106
24/05/2013;10:00;7,9;85;0,2;9;108
24/05/2013;11:00;8,7;77;0;10;108
24/05/2013;12:00;8,8;77;0,2;14;144
24/05/2013;13:00;8,5;86;0,2;14;146
24/05/2013;14:00;7,9;85;0,2;11;80
24/05/2013;15:00;6,5;92;0,8;13;46
24/05/2013;16:00;6,1;93,5;0,8;10;32
24/05/2013;17:00;6,5;94;0,4;9;44
24/05/2013;18:00;5,8;93,5;0;6;24
24/05/2013;19:00;5,2;96;0;4;2
24/05/2013;20:00;5,6;97;0;5;0
24/05/2013;21:00;5,4;97,5;0;5;0
24/05/2013;22:00;5,2;98;0;3;0
24/05/2013;23:00;5,2;98;0;1;0
25/05/2013;00:00;4,9;98,5;0;1;0
25/05/2013;01:00;5;99;0;2;0
25/05/2013;02:00;5,4;99;0;5;0
25/05/2013;03:00;5,2;99,5;0,2;6;0
25/05/2013;04:00;5,1;99,5;0;7;10
25/05/2013;05:00;5,6;99,5;0;8;16
25/05/2013;06:00;6,7;99;0,2;7;24
25/05/2013;07:00;8,2;98,5;0;13;90
25/05/2013;08:00;9;87,5;0;13;112
25/05/2013;09:00;9,6;79,5;0;13;170
25/05/2013;10:00;11;72,5;0;12;174
25/05/2013;11:00;12,3;68;0;11;242
25/05/2013;12:00;11,5;76;0,8;7;126
25/05/2013;13:00;9,5;84,5;0,8;9;112
25/05/2013;14:00;14;64,5;0;4;232
25/05/2013;15:00;13,1;62;0,2;10;110
25/05/2013;16:00;10,8;70;0;13;60
25/05/2013;17:00;11,5;67,5;0;12;46
25/05/2013;18:00;10,8;71;0;9;18
25/05/2013;19:00;8,6;76;0;8;4
25/05/2013;20:00;7,4;82,5;0;5;0
25/05/2013;21:00;6,1;82;0;5;0
25/05/2013;22:00;5,3;86,5;0;5;0
25/05/2013;23:00;5;92;0;4;0
26/05/2013;00:00;4,5;94;0;4;0
26/05/2013;01:00;4;95;0;2;0
26/05/2013;02:00;3,5;96;0;4;0
26/05/2013;03:00;2,4;97;0;2;0
26/05/2013;04:00;4,3;98,5;0;5;8
26/05/2013;05:00;5,6;98,5;0;5;32
26/05/2013;06:00;6,8;98,5;0;7;56
26/05/2013;07:00;8,6;97,5;0;8;80
26/05/2013;08:00;11;79,5;0;11;146
26/05/2013;09:00;12,2;71,5;0;13;190
26/05/2013;10:00;13;63;0;13;176
26/05/2013;11:00;14,7;49,5;0;10;236
26/05/2013;12:00;15,3;43,5;0;12;282
26/05/2013;13:00;15,6;50;0;13;254
26/05/2013;14:00;16,4;51;0;12;204
26/05/2013;15:00;15,1;54,5;0;12;152
26/05/2013;16:00;14,6;57,5;0;9;38
26/05/2013;17:00;13,7;69,5;0;5;24
26/05/2013;18:00;12,7;75;0;4;20
26/05/2013;19:00;11,5;76;0;4;4
26/05/2013;20:00;9,6;82;0;2;0
26/05/2013;21:00;8,8;84;0;4;0
26/05/2013;22:00;7,1;85;0;1;0
26/05/2013;23:00;6,3;87,5;0;2;0
27/05/2013;00:00;5,7;89,5;0;0;0
27/05/2013;01:00;4,7;93;0;0;0
27/05/2013;02:00;3,6;95;0;0;0
27/05/2013;03:00;3,2;97;0;1;0
27/05/2013;04:00;3,8;97,5;0;0;14
27/05/2013;05:00;8,2;97,5;0,2;0;62
27/05/2013;06:00;11,3;78,5;0;3;114
27/05/2013;07:00;13,2;64;0;6;174
27/05/2013;08:00;14,4;59,5;0;9;230
27/05/2013;09:00;15,2;52,5;0;8;274
27/05/2013;10:00;16,4;54,5;0;6;310
27/05/2013;11:00;16,7;48;0;7;288
27/05/2013;12:00;16,9;52,5;0;7;228
27/05/2013;13:00;17;48,5;0;8;228
27/05/2013;14:00;17,6;48,5;0;8;174
27/05/2013;15:00;18,7;49,5;0;7;186
27/05/2013;16:00;17,5;49,5;0;6;86
27/05/2013;17:00;17,1;55,5;0;6;62
27/05/2013;18:00;15,5;59,5;0;4;14
27/05/2013;19:00;13,3;69;0;3;2
27/05/2013;20:00;12,1;72,5;0;5;0
27/05/2013;21:00;11,8;74,5;0;3;0
27/05/2013;22:00;11,5;78,5;0;4;0
27/05/2013;23:00;11,1;80,5;0;6;0
28/05/2013;00:00;10,8;82;0;7;0
28/05/2013;01:00;10,4;90,5;0,2;3;0
28/05/2013;02:00;9,7;93,5;0;2;0
28/05/2013;03:00;9,7;95;0;5;0
28/05/2013;04:00;10,3;94,5;0;5;2
28/05/2013;05:00;10,8;94,5;0,2;7;18
28/05/2013;06:00;11,8;91,5;0;10;28
28/05/2013;07:00;11,6;92,5;0;12;32
28/05/2013;08:00;11,3;94;1,2;12;38
28/05/2013;09:00;11,3;95;2;12;52
28/05/2013;10:00;11,7;95,5;0,2;11;58
28/05/2013;11:00;11,5;93;0,8;13;68
28/05/2013;12:00;11,7;91,5;0,2;14;124
28/05/2013;13:00;12,7;81;0;16;176
28/05/2013;14:00;13,6;76,5;0;15;102
28/05/2013;15:00;13,5;69;0;17;170
28/05/2013;16:00;13,2;69;0;15;118
28/05/2013;17:00;13,2;68,5;0;11;76
28/05/2013;18:00;12;71,5;0;11;28
28/05/2013;19:00;9,7;80,5;0;7;4
28/05/2013;20:00;8,1;91;0;8;0
28/05/2013;21:00;7,2;93,5;0;7;0
28/05/2013;22:00;6,4;95;0;8;0
28/05/2013;23:00;6,8;96;0;5;0
29/05/2013;00:00;7,3;96;0;5;0
29/05/2013;01:00;5,8;96;0;6;0
29/05/2013;02:00;5,6;97,5;0;5;0
29/05/2013;03:00;6,1;98;0;4;0
29/05/2013;04:00;6,6;98,5;0;5;4
29/05/2013;05:00;7,6;98,5;0;4;26
29/05/2013;06:00;8,4;99;0;6;52
29/05/2013;07:00;9,5;97,5;0;7;86
29/05/2013;08:00;11,1;87,5;0;6;120
29/05/2013;09:00;11,8;78;0;11;214
29/05/2013;10:00;12;75;0;10;228
29/05/2013;11:00;13,4;70;0;10;222
29/05/2013;12:00;14;63;0;9;162
29/05/2013;13:00;15,7;61;0;11;286
29/05/2013;14:00;14,8;60,5;0;13;252
29/05/2013;15:00;13,9;59,5;0;10;116
29/05/2013;16:00;14;65,5;0;8;68
29/05/2013;17:00;14,3;59,5;0;8;70
29/05/2013;18:00;12,4;71,5;0;5;20
29/05/2013;19:00;10,7;81,5;0;3;4
29/05/2013;20:00;10,9;83;0;4;0
29/05/2013;21:00;9,5;90;0,6;9;0
29/05/2013;22:00;9,1;94,5;0,6;2;0
29/05/2013;23:00;9,2;96;0;4;0
30/05/2013;00:00;9,2;97;0;5;0
30/05/2013;01:00;9,1;98;0,4;5;0
30/05/2013;02:00;8,7;98;0,8;7;0
30/05/2013;03:00;8,4;98;0;9;0
30/05/2013;04:00;8,8;98;0,2;8;2
30/05/2013;05:00;9,4;98;0;9;10
30/05/2013;06:00;9,9;98,5;0,2;8;20
30/05/2013;07:00;11,1;98,5;0,4;10;44
30/05/2013;08:00;13,5;98;0;12;116
30/05/2013;09:00;12,7;93;0;11;88
30/05/2013;10:00;12,8;84,5;0;10;126
30/05/2013;11:00;14,3;76,5;0;10;128
30/05/2013;12:00;13,9;88;0,2;12;116
30/05/2013;13:00;13,7;85;0;11;138
30/05/2013;14:00;13,3;88;0;10;98
30/05/2013;15:00;13,9;83,5;0,2;5;112
30/05/2013;16:00;12,6;86;0;4;38
30/05/2013;17:00;12,1;94;0;5;20
30/05/2013;18:00;11,7;93;0;3;18
30/05/2013;19:00;10,8;95,5;0;5;2
30/05/2013;20:00;10,9;97;0;5;0
30/05/2013;21:00;10,8;97,5;0;7;0
30/05/2013;22:00;10,8;98;0,2;5;0
30/05/2013;23:00;11,1;98;0;6;0
31/05/2013;00:00;11,1;98;0;7;0
31/05/2013;01:00;10,9;98;0;10;0
31/05/2013;02:00;10,8;98;0;10;0
31/05/2013;03:00;10,7;97,5;0;9;0
31/05/2013;04:00;10,6;98;0;9;4
31/05/2013;05:00;10,7;97,5;0;9;12
31/05/2013;06:00;11,5;92,5;0;11;74
31/05/2013;07:00;11,7;86,5;0;14;64
31/05/2013;08:00;11,8;88;0;14;76
31/05/2013;09:00;12,6;88;0;13;60
31/05/2013;10:00;13,2;86;0;16;94
31/05/2013;11:00;14,3;82,5;0;15;102
31/05/2013;12:00;15,3;80,5;0;17;100
31/05/2013;13:00;16;79;0;16;136
31/05/2013;14:00;15,6;81;0;15;80
31/05/2013;15:00;15,6;81;0;16;82
31/05/2013;16:00;15,8;76,5;0;15;106
31/05/2013;17:00;15,4;79;0;15;68
31/05/2013;18:00;15,2;82;0;11;26
31/05/2013;19:00;14,3;81;0;12;4
31/05/2013;20:00;13,1;87,5;0;11;0
31/05/2013;21:00;12,3;91,5;0;9;0
31/05/2013;22:00;11,3;93;0;7;0
31/05/2013;23:00;11,3;94;0;8;0
01/06/2013;00:00;10,5;95;0;7;0
01/06/2013;01:00;10,3;96,5;0;5;0
01/06/2013;02:00;9,9;97,5;0;5;0
01/06/2013;03:00;9,5;97,5;0;4;0
01/06/2013;04:00;9,9;98;0;6;12
01/06/2013;05:00;12;98;0;6;58
01/06/2013;06:00;14,2;88;0;10;120
01/06/2013;07:00;16;71;0;12;180
01/06/2013;08:00;17,6;55;0;12;232
01/06/2013;09:00;19,1;58;0;14;274
01/06/2013;10:00;20;57,5;0;14;298
01/06/2013;11:00;20;55,5;0;16;302
01/06/2013;12:00;20,1;57;0;19;286
01/06/2013;13:00;20;58;0;19;274
01/06/2013;14:00;19,1;60,5;0;16;194
01/06/2013;15:00;17,6;70,5;0;15;62
01/06/2013;16:00;17;74;0;10;30
01/06/2013;17:00;17,8;70,5;0;6;44
01/06/2013;18:00;16,9;67,5;0;12;28
01/06/2013;19:00;15,2;72,5;0;10;6
01/06/2013;20:00;13,4;79,5;0;9;0
01/06/2013;21:00;12,7;86,5;0;6;0
01/06/2013;22:00;11,5;90;0;4;0
01/06/2013;23:00;11;93;0;4;0
02/06/2013;00:00;10;92;0;7;0
02/06/2013;01:00;10,4;93;0;11;0
02/06/2013;02:00;10,7;90;0;9;0
02/06/2013;03:00;10,4;88,5;0;10;0
02/06/2013;04:00;9,9;92;0;5;12
02/06/2013;05:00;10,5;85,5;0;8;56
02/06/2013;06:00;11,7;82,5;0;12;104
02/06/2013;07:00;12,8;74;0;11;186
02/06/2013;08:00;14,5;66,5;0;12;240
02/06/2013;09:00;14,2;59,5;0;14;202
02/06/2013;10:00;15,8;60;0;14;264
02/06/2013;11:00;15,2;55,5;0;14;240
02/06/2013;12:00;16,3;56;0;15;242
02/06/2013;13:00;16,9;50;0;14;234
02/06/2013;14:00;17,3;50,5;0;15;202
02/06/2013;15:00;17,5;52,5;0;14;198
02/06/2013;16:00;17,2;49,5;0;16;134
02/06/2013;17:00;16,3;54;0;13;76
02/06/2013;18:00;14,9;58;0;11;14
02/06/2013;19:00;12;71,5;0;5;4
02/06/2013;20:00;10,5;78,5;0;3;0
02/06/2013;21:00;10,5;79,5;0;6;0
02/06/2013;22:00;11,2;76;0;7;0
02/06/2013;23:00;10,4;78;0;10;0
03/06/2013;00:00;8,6;83;0;8;0
03/06/2013;01:00;8,3;89;0;7;0
03/06/2013;02:00;7,8;90,5;0;8;0
03/06/2013;03:00;7,6;89,5;0;10;0
03/06/2013;04:00;8,1;91;0;10;16
03/06/2013;05:00;8,8;90;0;12;54
03/06/2013;06:00;9,4;88,5;0;14;74
03/06/2013;07:00;11,7;84;0;13;112
03/06/2013;08:00;13,6;72,5;0;15;242
03/06/2013;09:00;14,7;64,5;0;15;274
03/06/2013;10:00;14,9;59;0;17;286
03/06/2013;11:00;16,3;56;0;15;256
03/06/2013;12:00;16,2;58;0;16;292
03/06/2013;13:00;16,6;55;0;16;258
03/06/2013;14:00;16,4;56;0;17;240
03/06/2013;15:00;16;56,5;0;16;186
03/06/2013;16:00;15,1;57;0;16;110
03/06/2013;17:00;14,4;60;0;15;68
03/06/2013;18:00;13,3;65;0;12;26
03/06/2013;19:00;11,7;70,5;0;8;4
03/06/2013;20:00;10,7;76;0;8;0
03/06/2013;21:00;10,8;75,5;0;7;0
03/06/2013;22:00;10,2;76,5;0;10;0
03/06/2013;23:00;9,4;81;0;9;0
04/06/2013;00:00;8,9;83,5;0;8;0
04/06/2013;01:00;7,8;90,5;0;7;0
04/06/2013;02:00;7,7;93;0;8;0
04/06/2013;03:00;7,2;94;0;10;0
04/06/2013;04:00;7,5;95,5;0;7;14
04/06/2013;05:00;9;92,5;0;10;50
04/06/2013;06:00;10,7;82,5;0;13;114
04/06/2013;07:00;12,6;77,5;0;12;178
04/06/2013;08:00;14;72;0;13;232
04/06/2013;09:00;15,6;68;0;13;276
04/06/2013;10:00;16,5;61;0;14;296
04/06/2013;11:00;17,2;57;0;16;322
04/06/2013;12:00;17,6;57;0;14;314
04/06/2013;13:00;18;54;0;14;292
04/06/2013;14:00;17,9;48,5;0;14;254
04/06/2013;15:00;18,5;46;0;13;208
04/06/2013;16:00;18,1;48;0;13;152
04/06/2013;17:00;17,5;53;0;12;76
04/06/2013;18:00;16,3;58,5;0;10;14
04/06/2013;19:00;13,7;65;0;6;4
04/06/2013;20:00;11,8;73,5;0;4;0
04/06/2013;21:00;10,8;82,5;0;4;0
04/06/2013;22:00;10,1;86;0;5;0
04/06/2013;23:00;10;87;0;6;0
05/06/2013;00:00;9,2;89;0;4;0
05/06/2013;01:00;8,9;92,5;0;5;0
05/06/2013;02:00;9;94;0;5;0
05/06/2013;03:00;9;94;0;8;0
05/06/2013;04:00;9,9;94,5;0;5;16
05/06/2013;05:00;11,9;89;0;9;60
05/06/2013;06:00;14,4;82;0;8;120
05/06/2013;07:00;16,2;74,5;0;9;180
05/06/2013;08:00;18,4;66;0;7;232
05/06/2013;09:00;20,2;62;0;9;274
05/06/2013;10:00;21,4;59;0;11;296
05/06/2013;11:00;22,2;51,5;0;10;316
05/06/2013;12:00;23,2;50;0;9;292
05/06/2013;13:00;23,9;50;0;9;302
05/06/2013;14:00;22,5;54,5;0;8;164
05/06/2013;15:00;23,7;49,5;0;5;142
05/06/2013;16:00;23,6;49,5;0;6;148
05/06/2013;17:00;22,8;56;0;7;74
05/06/2013;18:00;20,7;64;0;5;16
05/06/2013;19:00;18,7;70;0;6;4
05/06/2013;20:00;17,4;73;0;5;0
05/06/2013;21:00;15,7;82;0;4;0
05/06/2013;22:00;14,2;87,5;0;4;0
05/06/2013;23:00;13,6;88;0;4;0
06/06/2013;00:00;13,2;87,5;0;5;0
06/06/2013;01:00;13,5;85;0;6;0
06/06/2013;02:00;12,4;90;0;5;0
06/06/2013;03:00;11,9;92,5;0;2;0
06/06/2013;04:00;12,9;91,5;0;6;16
06/06/2013;05:00;14,9;86,5;0;8;60
06/06/2013;06:00;17,1;78;0;6;118
06/06/2013;07:00;19,4;72,5;0;7;176
06/06/2013;08:00;21,8;67,5;0;6;228
06/06/2013;09:00;23,8;62,5;0;6;270
06/06/2013;10:00;25,2;54,5;0;5;296
06/06/2013;11:00;25,8;51,5;0;11;316
06/06/2013;12:00;26,1;44;0;10;312
06/06/2013;13:00;26,4;51,5;0;8;290
06/06/2013;14:00;26,4;49;0;8;204
06/06/2013;15:00;26,6;50;0;8;186
06/06/2013;16:00;26,3;49,5;0;8;148
06/06/2013;17:00;22,7;52,5;0;14;82
06/06/2013;18:00;20,1;65,5;0;6;14
06/06/2013;19:00;18,5;71;0;4;6
06/06/2013;20:00;17,6;74,5;0;3;0
06/06/2013;21:00;16,5;79,5;0;3;0
06/06/2013;22:00;15,6;86;0;3;0
06/06/2013;23:00;14,5;87;0;3;0
07/06/2013;00:00;14;91;0;3;0
07/06/2013;01:00;14,5;89;0;3;0
07/06/2013;02:00;14,6;86;0;3;0
07/06/2013;03:00;14,4;83,5;0;2;0
07/06/2013;04:00;14,9;85;0;4;14
07/06/2013;05:00;17,2;79;0;3;60
07/06/2013;06:00;19,6;73;0;4;116
07/06/2013;07:00;21,7;63;0;7;178
07/06/2013;08:00;23,6;51;0;11;232
07/06/2013;09:00;24,7;43;0;13;274
07/06/2013;10:00;25,3;40,5;0;16;306
07/06/2013;11:00;25,9;41,5;0;15;318
07/06/2013;12:00;25,9;37;0;14;312
07/06/2013;13:00;26,2;40,5;0;13;290
07/06/2013;14:00;26;40,5;0;12;252
07/06/2013;15:00;25,9;41,5;0;12;206
07/06/2013;16:00;25,1;43,5;0;11;154
07/06/2013;17:00;24,4;42;0;14;80
07/06/2013;18:00;22,7;47,5;0;11;16
07/06/2013;19:00;19,7;59;0;5;6
07/06/2013;20:00;17,9;65;0;5;0
07/06/2013;21:00;17,7;70,5;0;6;0
07/06/2013;22:00;17,4;70;0;6;0
07/06/2013;23:00;17,6;67;0;8;0
08/06/2013;00:00;16,3;70;0;8;0
08/06/2013;01:00;15,3;74,5;0;7;0
08/06/2013;02:00;14,6;75;0;7;0
08/06/2013;03:00;13,9;77;0;8;0
08/06/2013;04:00;14,6;78,5;0;9;18
08/06/2013;05:00;16,1;76,5;0;12;62
08/06/2013;06:00;17,7;74;0;13;126
08/06/2013;07:00;19,5;70,5;0;13;180
08/06/2013;08:00;21,2;66,5;0;13;234
08/06/2013;09:00;22,5;64;0;13;222
08/06/2013;10:00;24,8;58;0;13;264
08/06/2013;11:00;26,1;51,5;0;14;266
08/06/2013;12:00;26,1;48,5;0;11;218
08/06/2013;13:00;26,6;47,5;0;13;276
08/06/2013;14:00;24,3;49,5;0;12;150
08/06/2013;15:00;18,4;66,5;0;12;10
08/06/2013;16:00;15,5;91,5;8,4;13;4
08/06/2013;17:00;16,1;89,5;0,2;5;14
08/06/2013;18:00;15,7;89;0;9;16
08/06/2013;19:00;15,7;92,5;0;8;2
08/06/2013;20:00;15,5;94,5;0,4;5;0
08/06/2013;21:00;15,8;96;1,2;5;0
08/06/2013;22:00;15,5;96,5;0,8;2;0
08/06/2013;23:00;15,3;97;1,4;2;0
09/06/2013;00:00;14,9;97,5;7,8;4;0
09/06/2013;01:00;14,7;97,5;2,6;4;0
09/06/2013;02:00;13,8;98;5,4;5;0
09/06/2013;03:00;13,3;98;2,6;4;0
09/06/2013;04:00;12,9;98,5;2,6;7;2
09/06/2013;05:00;12,7;98,5;0,2;9;10
09/06/2013;06:00;12,6;99;0,2;7;12
09/06/2013;07:00;13;99;0;8;38
09/06/2013;08:00;14;98,5;0;7;82
09/06/2013;09:00;15,7;98,5;0;7;126
09/06/2013;10:00;17,4;85,5;0;7;220
09/06/2013;11:00;17,7;81;0;7;178
09/06/2013;12:00;18,7;79,5;0;10;240
09/06/2013;13:00;18,1;82,5;0;11;156
09/06/2013;14:00;16,2;87,5;0;14;140
09/06/2013;15:00;15,1;87,5;0;12;76
09/06/2013;16:00;14,6;89,5;0;14;64
09/06/2013;17:00;14,1;91;0;11;30
09/06/2013;18:00;13,4;93;0;10;26
09/06/2013;19:00;13;94;0;9;2
09/06/2013;20:00;13,1;95;0;6;0
09/06/2013;21:00;13,2;95,5;0;6;0
09/06/2013;22:00;13,2;95,5;0;5;0
09/06/2013;23:00;13,3;96;0;5;0
10/06/2013;00:00;13,3;96;0;5;0
10/06/2013;01:00;13,2;95,5;0;7;0
10/06/2013;02:00;12,6;95;0;6;0
10/06/2013;03:00;12,1;94;0;8;2
10/06/2013;04:00;11,8;94;0;6;2
10/06/2013;05:00;11,8;92,5;0;9;12
10/06/2013;06:00;12,2;90,5;0;7;32
10/06/2013;07:00;12,7;89,5;0;5;44
10/06/2013;08:00;13,6;86,5;0;5;76
10/06/2013;09:00;15,6;82;0;4;154
10/06/2013;10:00;16,7;82;0;3;128
10/06/2013;11:00;16,5;79,5;0;3;98
10/06/2013;12:00;18,2;71;0;2;176
10/06/2013;13:00;19,3;71,5;0;3;132
10/06/2013;14:00;20,1;66,5;0;5;268
10/06/2013;15:00;20;65;0;4;148
10/06/2013;16:00;20;65;0;4;134
10/06/2013;17:00;18,3;72,5;0;3;56
10/06/2013;18:00;18,3;75,5;0;1;22
10/06/2013;19:00;16,1;83;0;2;4
10/06/2013;20:00;14,4;91,5;0;1;0
10/06/2013;21:00;13,1;93,5;0;4;0
10/06/2013;22:00;12,9;95,5;0;1;0
10/06/2013;23:00;12,6;95,5;0;3;0
11/06/2013;00:00;12,3;97;0;3;0
11/06/2013;01:00;12,6;97,5;0;3;0
11/06/2013;02:00;13,2;98;0;3;0
11/06/2013;03:00;13,5;97,5;0;3;0
11/06/2013;04:00;13,6;98;0,2;4;10
11/06/2013;05:00;14,4;98;0;4;44
11/06/2013;06:00;14,8;96,5;0;7;78
11/06/2013;07:00;15;87,5;0;8;82
11/06/2013;08:00;15,3;89;0;7;92
11/06/2013;09:00;16,4;82;0;8;148
11/06/2013;10:00;17,9;75;0;8;202
11/06/2013;11:00;18,2;76;0;8;170
11/06/2013;12:00;18,2;78;0;7;122
11/06/2013;13:00;18,4;73,5;0;9;140
11/06/2013;14:00;18;76,5;0;9;100
11/06/2013;15:00;18,6;76;0;9;78
11/06/2013;16:00;18,8;75,5;0;8;86
11/06/2013;17:00;18,2;77,5;0;7;50
11/06/2013;18:00;17,7;82;0;6;18
11/06/2013;19:00;16,8;86;0;7;6
11/06/2013;20:00;16,4;89;0;5;0
11/06/2013;21:00;16,5;87,5;0;8;0
11/06/2013;22:00;16;91,5;0;6;0
11/06/2013;23:00;15,6;93,5;0;6;0
12/06/2013;00:00;15;95;0;7;0
12/06/2013;01:00;15,1;96;0;8;0
12/06/2013;02:00;15,2;96,5;0;7;0
12/06/2013;03:00;15,2;96,5;0;8;0
12/06/2013;04:00;15,3;96,5;0;9;4
12/06/2013;05:00;15,6;96,5;0;8;12
12/06/2013;06:00;16,2;96,5;0;10;36
12/06/2013;07:00;17,2;93,5;0;11;72
12/06/2013;08:00;18,1;83;0;12;96
12/06/2013;09:00;17,8;84,5;0;12;98
12/06/2013;10:00;18,6;80,5;0;13;122
12/06/2013;11:00;18,9;82;0;12;132
12/06/2013;12:00;19,7;82,5;0;14;122
12/06/2013;13:00;19,6;83;0;13;96
12/06/2013;14:00;20,3;85;0;11;68
12/06/2013;15:00;19,9;83;0;10;76
12/06/2013;16:00;20,2;83,5;0;9;40
12/06/2013;17:00;20,3;81;0;11;62
12/06/2013;18:00;19,9;81,5;0;10;24
12/06/2013;19:00;18,9;85,5;0;9;2
12/06/2013;20:00;18,3;88,5;0;8;0
12/06/2013;21:00;17,9;91,5;0;8;0
12/06/2013;22:00;17,7;91,5;0;10;0
12/06/2013;23:00;18;91,5;0;10;0
13/06/2013;00:00;17,4;93;0;8;0
13/06/2013;01:00;17,4;94;0;7;0
13/06/2013;02:00;16,4;94,5;0;7;0
13/06/2013;03:00;16,1;96;0;8;2
13/06/2013;04:00;16,5;95;0;8;10
13/06/2013;05:00;16,8;93;0;9;20
13/06/2013;06:00;16,8;89,5;0;7;26
13/06/2013;07:00;16,5;89;0;9;42
13/06/2013;08:00;16,1;93,5;0,4;8;30
13/06/2013;09:00;15,5;95,5;1,8;9;24
13/06/2013;10:00;14,5;95;1,8;11;34
13/06/2013;11:00;13,4;89,5;0,2;14;34
13/06/2013;12:00;12,8;93;0,8;13;40
13/06/2013;13:00;12,6;95;1,8;12;44
13/06/2013;14:00;12,4;95,5;1,8;8;30
13/06/2013;15:00;13,5;89;0;10;80
13/06/2013;16:00;13,5;87,5;0;11;72
13/06/2013;17:00;14,6;85,5;0;11;74
13/06/2013;18:00;13,9;88;0;7;16
13/06/2013;19:00;11,9;93;0;6;4
13/06/2013;20:00;11,5;94,5;0;6;0
13/06/2013;21:00;10,7;95,5;0,2;6;0
13/06/2013;22:00;10,9;97;0;6;0
13/06/2013;23:00;11,6;98;0;6;0
14/06/2013;00:00;11,3;98;0;2;0
14/06/2013;01:00;10,4;98,5;0;2;0
14/06/2013;02:00;9,5;99;0;2;0
14/06/2013;03:00;9,2;99;0;0;2
14/06/2013;04:00;9,3;99,5;0;1;8
14/06/2013;05:00;11,2;99,5;0,2;1;62
14/06/2013;06:00;11,8;100;0;6;70
14/06/2013;07:00;12;99,5;0;7;86
14/06/2013;08:00;13,4;98,5;0;8;124
14/06/2013;09:00;13,9;88;0;8;138
14/06/2013;10:00;15,6;88;0;7;182
14/06/2013;11:00;16,6;76,5;0;6;216
14/06/2013;12:00;18,1;68;0;7;268
14/06/2013;13:00;17,2;71;0;8;216
14/06/2013;14:00;19;60,5;0;12;266
14/06/2013;15:00;18,8;58,5;0;10;198
14/06/2013;16:00;19;59,5;0;9;136
14/06/2013;17:00;18,1;63,5;0;7;74
14/06/2013;18:00;16,8;71;0;4;26
14/06/2013;19:00;15,1;77,5;0;3;8
14/06/2013;20:00;14,1;86,5;0;2;0
14/06/2013;21:00;12,8;91;0;1;0
14/06/2013;22:00;12;94,5;0;3;0
14/06/2013;23:00;11,3;94,5;0;3;0
15/06/2013;00:00;11;95;0;4;0
15/06/2013;01:00;10,9;94,5;0;5;0
15/06/2013;02:00;10,6;95,5;0;4;0
15/06/2013;03:00;11;95,5;0;5;0
15/06/2013;04:00;10,8;96;0;5;12
15/06/2013;05:00;12,7;94,5;0;7;58
15/06/2013;06:00;14,4;88,5;0;12;104
15/06/2013;07:00;15,1;85,5;0;14;102
15/06/2013;08:00;16,1;81;0;13;124
15/06/2013;09:00;18;75,5;0;13;164
15/06/2013;10:00;17,2;73;0;15;182
15/06/2013;11:00;18,4;66;0;13;172
15/06/2013;12:00;18;57;0;18;278
15/06/2013;13:00;16,8;53;0;17;182
15/06/2013;14:00;17,4;57;0;15;140
15/06/2013;15:00;17,4;57;0;13;152
15/06/2013;16:00;18,4;57,5;0;14;164
15/06/2013;17:00;17,8;59;0;12;84
15/06/2013;18:00;16;68;0;7;18
15/06/2013;19:00;13,1;78,5;0;4;6
15/06/2013;20:00;11,9;84,5;0;3;0
15/06/2013;21:00;11,2;88,5;0;2;0
15/06/2013;22:00;9,9;93;0;3;0
15/06/2013;23:00;9,6;94,5;0;1;0
16/06/2013;00:00;9,4;95,5;0;2;0
16/06/2013;01:00;9,8;96;0;0;0
16/06/2013;02:00;9,6;96;0;1;0
16/06/2013;03:00;9,1;96,5;0;2;0
16/06/2013;04:00;9,4;97,5;0;1;10
16/06/2013;05:00;12,2;97;0,2;1;58
16/06/2013;06:00;15,2;78;0;2;120
16/06/2013;07:00;16,5;68;0;4;178
16/06/2013;08:00;17,6;63,5;0;6;226
16/06/2013;09:00;18,8;62,5;0;8;280
16/06/2013;10:00;19,5;59,5;0;6;312
16/06/2013;11:00;20,2;57,5;0;6;250
16/06/2013;12:00;21,4;56;0;4;250
16/06/2013;13:00;22,2;57,5;0;5;232
16/06/2013;14:00;22,3;58,5;0;4;172
16/06/2013;15:00;21,5;61;0;6;126
16/06/2013;16:00;21,6;60,5;0;8;94
16/06/2013;17:00;20,7;65,5;0;8;66
16/06/2013;18:00;19,4;72;0;6;30
16/06/2013;19:00;17,4;79,5;0;3;4
16/06/2013;20:00;16,9;84,5;0;5;0
16/06/2013;21:00;16,3;86;0;5;0
16/06/2013;22:00;16,1;85,5;0;6;0
16/06/2013;23:00;15,8;87;0;6;0
17/06/2013;00:00;15,5;88,5;0;8;0
17/06/2013;01:00;15,3;88,5;0;6;0
17/06/2013;02:00;15,3;89;0;6;0
17/06/2013;03:00;15,2;90;0;6;0
17/06/2013;04:00;15,5;87,5;0;7;4
