"inerv","label","Source","plant","rank","ranktop","relative_ranktop","Nflig","HS","age","lmax","wmax","A","Agr","mass","stat","phiP"
393,"Mercia","field_230310",3,3,10,6,6,6.91382268914471,4.91382268914471,9.0691,0.53576,3.2271,0.0019355,NA,3,1.72083752444198
394,"Mercia","field_230310",3,8,5,1,6,6.91382268914471,-0.0861773108552901,1.9731,0.13054,0.1919,0.1919,NA,3,1.72083752444198
395,"Mercia","field_230310",3,5,8,4,6,6.91382268914471,2.91382268914471,6.8574,0.65901,3.7418,3.3401,0.0172,1,1.72083752444198
396,"Mercia","field_230310",3,6,7,3,6,6.91382268914471,1.91382268914471,8.1475,0.7925,5.2862,5.1813,0.02375,1,1.72083752444198
397,"Mercia","field_230310",3,7,6,2,6,6.91382268914471,0.91382268914471,8.4018,0.93936,6.3696,6.3578,NA,3,1.72083752444198
398,"Mercia","field_230310",3,4,9,5,6,6.91382268914471,3.91382268914471,6.729,0.60014,3.1449,0.75885,NA,2,1.72083752444198
399,"Mercia","field_230310",4,5,8,3,6,6.8213897279997,2.8213897279997,6.2732,0.75193,4.301,4.0756,NA,3,1.720400914026
400,"Mercia","field_230310",4,4,9,4,6,6.8213897279997,3.8213897279997,1.3098,0.57918,0.67821,0.52817,NA,3,1.720400914026
401,"Mercia","field_230310",4,6,7,2,6,6.8213897279997,1.8213897279997,9.8687,0.83465,6.6107,6.5848,0.02845,1,1.720400914026
402,"Mercia","field_230310",4,7,6,1,6,6.8213897279997,0.821389727999697,6.5907,0.77314,4.2301,4.2278,NA,3,1.720400914026
403,"Mercia","field_230310",5,4,9,5,6,6.81796011968147,3.81796011968147,7.0028,0.60043,3.2796,1.3414,NA,2,1.55687811195167
404,"Mercia","field_230310",5,5,8,4,6,6.81796011968147,2.81796011968147,7.1046,0.64159,3.6495,3.0586,NA,1,1.55687811195167
405,"Mercia","field_230310",5,6,7,3,6,6.81796011968147,1.81796011968147,7.9133,0.76599,4.9791,4.9562,0.0234,1,1.55687811195167
406,"Mercia","field_230310",5,7,6,2,6,6.81796011968147,0.817960119681466,9.0508,0.87148,6.4438,6.4348,NA,1,1.55687811195167
407,"Mercia","field_230310",6,5,8,3,6,6.75881929078402,2.75881929078402,7.7719,0.70265,4.4088,3.6634,0.0214,1,1.67305327970879
408,"Mercia","field_230310",6,4,9,4,6,6.75881929078402,3.75881929078402,7.2702,0.61894,3.4224,1.1194,NA,3,1.67305327970879
409,"Mercia","field_230310",6,6,7,2,6,6.75881929078402,1.75881929078402,9.4003,0.76516,5.8541,5.8377,0.0294,1,1.67305327970879
410,"Mercia","field_230310",6,7,6,1,6,6.75881929078402,0.758819290784022,9.238,0.9193,6.7678,6.7619,NA,3,1.67305327970879
411,"Mercia","field_230310",7,6,7,3,6,6.65190872850229,1.65190872850229,7.4472,0.7573,4.5244,4.4868,0.0187,1,1.71643592483574
412,"Mercia","field_230310",7,7,6,2,6,6.65190872850229,0.65190872850229,6.6808,0.79231,4.2215,4.2205,NA,3,1.71643592483574
413,"Mercia","field_230310",7,4,9,5,6,6.65190872850229,3.65190872850229,6.9265,0.55982,2.9318,0.38516,NA,2,1.71643592483574
414,"Mercia","field_230310",7,5,8,4,6,6.65190872850229,2.65190872850229,5.9676,0.61692,2.9441,1.6906,NA,2,1.71643592483574
415,"Mercia","field_230310",8,5,8,4,6,6.91458133237509,2.91458133237509,3.062,0.6466,1.6451,1.3583,NA,3,1.63660251933681
416,"Mercia","field_230310",8,6,7,3,6,6.91458133237509,1.91458133237509,6.0657,0.66057,3.1648,3.1337,0.0163,1,1.63660251933681
417,"Mercia","field_230310",8,4,9,5,6,6.91458133237509,3.91458133237509,4.9527,0.55265,2.2397,0.48509,NA,3,1.63660251933681
418,"Mercia","field_230310",8,7,6,2,6,6.91458133237509,0.914581332375088,6.4158,0.78085,4.0052,3.9975,NA,1,1.63660251933681
419,"Mercia","field_230310",9,6,6,2,6,6.43009676280079,1.43009676280079,9.6299,0.90263,6.899,6.8063,0.0304,1,1.73553158503586
420,"Mercia","field_230310",9,4,8,4,6,6.43009676280079,3.43009676280079,8.1279,0.58709,3.2493,0.034193,NA,2,1.73553158503586
421,"Mercia","field_230310",9,7,5,1,6,6.43009676280079,0.430096762800792,5.3065,0.78233,3.255,3.2517,NA,3,1.73553158503586
422,"Mercia","field_230310",9,5,7,3,6,6.43009676280079,2.43009676280079,8.3642,0.74419,4.9261,4.5295,0.0238,1,1.73553158503586
423,"Mercia","field_130410",10,8,4,2,7,8,1,16.1204,1.3366,17.3488,17.3363,NA,3,1.49755701999712
424,"Mercia","field_130410",10,6,6,4,7,8,3,9.0939,0.90531,6.5494,6.3433,NA,1,1.49755701999712
425,"Mercia","field_130410",10,7,5,3,7,8,2,11.4401,1.1272,10.3736,10.2312,0.0441,1,1.49755701999712
426,"Mercia","field_130410",11,6,7,3,7,7.61962208756693,2.61962208756693,9.0573,0.72346,5.2517,5.039,NA,1,1.49288033622407
427,"Mercia","field_130410",11,7,6,2,7,7.61962208756693,1.61962208756693,14.0834,1.0054,11.2786,11.1621,0.0468,1,1.49288033622407
428,"Mercia","field_130410",11,8,5,1,7,7.61962208756693,0.619622087566931,11.1072,1.1611,9.0812,9.078,NA,3,1.49288033622407
429,"Mercia","field_130410",12,6,7,4,8,8.36737927821458,3.36737927821458,7.2737,0.78022,4.1362,2.4738,NA,2,1.62243461029286
430,"Mercia","field_130410",12,7,6,3,8,8.36737927821458,2.36737927821458,9.3806,0.93229,7.1475,6.9121,0.0304,1,1.62243461029286
431,"Mercia","field_130410",12,8,5,2,8,8.36737927821458,1.36737927821458,15.5748,1.1969,15.2514,15.1381,NA,1,1.62243461029286
432,"Mercia","field_130410",12,9,4,1,8,8.36737927821458,0.367379278214576,6.4074,0.41539,1.9008,1.8973,NA,3,1.62243461029286
433,"Mercia","field_130410",14,7,6,3,8,8.55833019434091,2.55833019434091,8.3014,0.85469,5.656,5.2122,NA,1,1.67322968939056
434,"Mercia","field_130410",14,9,4,1,8,8.55833019434091,0.558330194340911,8.6036,0.7737,4.7496,4.7242,NA,3,1.67322968939056
435,"Mercia","field_130410",14,8,5,2,8,8.55833019434091,1.55833019434091,12.9012,1.1346,12.055,11.9254,NA,1,1.67322968939056
436,"Mercia","field_130410",14,6,7,4,8,8.55833019434091,3.55833019434091,6.9082,0.7615,3.4829,1.1216,NA,2,1.67322968939056
437,"Mercia","field_130410",16,6,6,3,7,7.33938169737955,2.33938169737955,9.6275,0.77568,6.0493,5.9639,NA,1,1.71310453058321
438,"Mercia","field_130410",16,7,5,2,7,7.33938169737955,1.33938169737955,14.0009,1.1101,12.5527,12.4566,0.0501,1,1.71310453058321
439,"Mercia","field_130410",16,8,4,1,7,7.33938169737955,0.339381697379553,6.219,0.90306,3.889,3.8839,NA,3,1.71310453058321
440,"Mercia","field_130410",17,7,6,3,8,8.46869060196642,2.46869060196642,9.9308,0.99194,7.634,7.4316,0.0291,1,1.58536816235199
441,"Mercia","field_130410",17,8,5,2,8,8.46869060196642,1.46869060196642,14.5104,1.1216,13.6339,13.2165,NA,1,1.58536816235199
442,"Mercia","field_130410",17,9,4,1,8,8.46869060196642,0.468690601966422,8.3732,1.15,6.1178,6.117,NA,3,1.58536816235199
443,"Mercia","field_130410",17,6,7,4,8,8.46869060196642,3.46869060196642,8.015,0.74045,3.4897,1.8981,NA,2,1.58536816235199
444,"Mercia","field_130410",19,7,6,3,8,8.19553716890089,2.19553716890089,10.2962,0.82314,6.7641,6.2512,0.0284,1,1.58581062810635
445,"Mercia","field_130410",19,9,4,1,8,8.19553716890089,0.195537168900893,3.6814,0.14086,0.4248,0.4248,NA,3,1.58581062810635
446,"Mercia","field_130410",19,8,5,2,8,8.19553716890089,1.19553716890089,15.4398,1.1026,13.3416,13.3304,NA,1,1.58581062810635
447,"Mercia","field_130410",19,6,7,4,8,8.19553716890089,3.19553716890089,8.4999,0.68492,4.6505,4.2137,NA,2,1.58581062810635
448,"Mercia","field_130410",33,7,6,3,7,7.90512840082402,1.90512840082402,10.333,0.90355,7.6788,7.5679,0.029,1,1.33820556773479
449,"Mercia","field_130410",33,6,7,4,7,7.90512840082402,2.90512840082402,7.3707,0.71729,3.6847,2.3729,NA,2,1.33820556773479
450,"Mercia","field_130410",33,8,5,2,7,7.90512840082402,0.905128400824015,12.4773,1.1974,12.0679,12.0624,NA,3,1.33820556773479
451,"Mercia","field_130410",34,8,5,2,8,8.58962919443496,1.58962919443496,7.7744,0.81611,5.3358,5.2437,NA,1,1.66453375277331
452,"Mercia","field_130410",34,9,4,1,8,8.58962919443496,0.589629194434961,6.4385,0.48109,2.3794,2.377,NA,3,1.66453375277331
453,"Mercia","field_130410",34,7,6,3,8,8.58962919443496,2.58962919443496,6.0052,0.72707,3.628,3.3493,0.0161,1,1.66453375277331
454,"Mercia","field_130410",34,6,7,4,8,8.58962919443496,3.58962919443496,5.579,0.64446,2.7951,1.6983,NA,1,1.66453375277331
455,"Mercia","field_130410",35,7,6,3,7,8,2,8.8773,0.82869,6.4982,6.3639,0.0249,3,1.58705513786979
456,"Mercia","field_130410",35,6,7,4,7,8,3,7.3575,0.70553,3.7927,2.5308,NA,2,1.58705513786979
457,"Mercia","field_130410",35,8,5,2,7,8,1,13.9933,1.14,12.7525,12.7461,NA,1,1.58705513786979
458,"Mercia","field_130410",36,6,6,4,8,8.48932062296082,3.48932062296082,7.4569,0.66364,3.2814,0.63462,NA,2,1.57116745903985
459,"Mercia","field_130410",36,8,4,2,8,8.48932062296082,1.48932062296082,14.8274,1.0536,12.8221,12.7898,NA,1,1.57116745903985
460,"Mercia","field_130410",36,9,3,1,8,8.48932062296082,0.489320622960822,7.4347,0.5799,3.0858,3.0811,NA,3,1.57116745903985
461,"Mercia","field_130410",36,7,5,3,8,8.48932062296082,2.48932062296082,9.307,0.85496,6.4008,6.1814,0.026,1,1.57116745903985
462,"Mercia","field_130410",37,8,5,2,8,8.31995121646963,1.31995121646963,11.2351,1.1091,10.2832,10.2721,NA,1,1.53526984906653
463,"Mercia","field_130410",37,9,4,1,8,8.31995121646963,0.319951216469635,4.1251,0.28395,0.76738,0.76731,NA,3,1.53526984906653
464,"Mercia","field_130410",37,6,7,4,8,8.31995121646963,3.31995121646963,5.5381,0.68235,2.7033,1.2569,NA,2,1.53526984906653
465,"Mercia","field_130410",37,7,6,3,8,8.31995121646963,2.31995121646963,6.9325,0.81389,4.6173,4.5441,0.017,1,1.53526984906653
466,"Mercia","field_130410",38,8,5,2,8,8.22920146338281,1.22920146338281,14.1571,1.1702,13.3881,13.3759,NA,1,1.56807421059935
467,"Mercia","field_130410",38,9,4,1,8,8.22920146338281,0.229201463382806,4.0177,0.21008,0.59254,0.59211,NA,3,1.56807421059935
468,"Mercia","field_130410",38,7,6,3,8,8.22920146338281,2.22920146338281,9.8888,0.90975,7.3394,7.2846,0.0299,1,1.56807421059935
469,"Mercia","field_130410",38,6,7,4,8,8.22920146338281,3.22920146338281,7.7923,0.74477,4.5301,3.3343,NA,1,1.56807421059935
470,"Mercia","field_130410",39,9,4,1,8,8.62876407328496,0.628764073284962,8.9571,1.0512,7.0358,7.0287,NA,3,1.563314859918
471,"Mercia","field_130410",39,6,7,4,8,8.62876407328496,3.62876407328496,6.5073,0.59621,2.7287,0.071398,NA,2,1.563314859918
472,"Mercia","field_130410",39,7,6,3,8,8.62876407328496,2.62876407328496,8.2127,0.80675,5.2752,4.9005,0.0206,1,1.563314859918
473,"Mercia","field_130410",39,8,5,2,8,8.62876407328496,1.62876407328496,10.9495,0.94899,8.7388,7.1975,NA,1,1.563314859918
474,"Mercia","field_130410",40,6,7,4,8,8.2709542840608,3.2709542840608,7.945,0.75501,4.5654,3.3707,NA,2,1.60126756341994
475,"Mercia","field_130410",40,7,6,3,8,8.2709542840608,2.2709542840608,10.6731,0.9492,7.985,7.3648,0.0304,1,1.60126756341994
476,"Mercia","field_130410",40,8,5,2,8,8.2709542840608,1.2709542840608,15.4677,1.1574,14.7392,14.7256,NA,1,1.60126756341994
477,"Mercia","field_130410",40,9,4,1,8,8.2709542840608,0.270954284060798,5.0554,0.17558,0.70502,0.70502,NA,3,1.60126756341994
478,"Mercia","field_250510",1,10,2,2,11,12.9184526389354,3.91845263893541,21.6603,1.5004,25.7956,25.7027,NA,1,1.5468718602699
479,"Mercia","field_250510",1,11,1,1,11,12.9184526389354,2.91845263893541,20.9189,1.751,27.8938,27.8477,NA,1,1.5468718602699
480,"Mercia","field_250510",1,8,4,4,11,12.9184526389354,5.91845263893541,14.8753,1.087,12.6806,11.033,NA,1,1.5468718602699
481,"Mercia","field_250510",1,9,3,3,11,12.9184526389354,4.91845263893541,18.1245,1.3682,19.0929,18.9313,NA,1,1.5468718602699
482,"Mercia","field_250510",2,11,2,2,12,13.8144153745995,3.8144153745995,21.0012,1.4895,24.8633,24.8129,0.1059,1,1.50555504056525
483,"Mercia","field_250510",2,9,4,4,12,13.8144153745995,5.8144153745995,18.6986,1.36,20.0461,19.9242,0.0734,1,1.50555504056525
484,"Mercia","field_250510",2,12,1,1,12,13.8144153745995,2.8144153745995,14.5876,1.5282,16.004,15.9395,0.0713,1,1.50555504056525
485,"Mercia","field_250510",2,10,3,3,12,13.8144153745995,4.8144153745995,17.6972,1.4083,20.2045,20.1082,0.0767,1,1.50555504056525
486,"Mercia","field_250510",21,8,5,5,12,13.8144153745995,6.8144153745995,13.8612,1.0435,9.0858,5.6661,NA,2,1.65847621162552
487,"Mercia","field_250510",21,10,3,3,12,13.8144153745995,4.8144153745995,16.2429,1.304,17.0858,16.9745,0.0762,1,1.65847621162552
488,"Mercia","field_250510",21,11,2,2,12,13.8144153745995,3.8144153745995,20.5208,1.5276,25.0612,25.0159,0.1183,1,1.65847621162552
489,"Mercia","field_250510",21,12,1,1,12,13.8144153745995,2.8144153745995,15.4969,1.674,18.8438,18.7351,0.0905,1,1.65847621162552
490,"Mercia","field_250510",21,9,4,4,12,13.8144153745995,5.8144153745995,15.3701,1.2654,15.3959,15.348,0.0614,1,1.65847621162552
491,"Mercia","field_250510",22,12,1,1,12,13.8144153745995,2.8144153745995,17.7183,1.7694,23.4683,23.4427,0.1077,1,1.54119623105823
492,"Mercia","field_250510",22,10,3,3,12,13.8144153745995,4.8144153745995,17.6061,1.3767,19.3688,19.3224,0.0773,1,1.54119623105823
493,"Mercia","field_250510",22,11,2,2,12,13.8144153745995,3.8144153745995,23.3304,1.5421,28.9683,28.8548,0.1367,1,1.54119623105823
494,"Mercia","field_250510",22,9,4,4,12,13.8144153745995,5.8144153745995,15.35,1.1669,14.5684,14.2364,0.055,1,1.54119623105823
495,"Mercia","field_250510",23,9,4,4,12,13.8144153745995,5.8144153745995,10.4832,1.1747,10.9866,10.8759,0.0396,3,1.52655363105989
496,"Mercia","field_250510",23,10,3,3,12,13.8144153745995,4.8144153745995,15.2468,1.2045,14.5134,14.2851,0.0538,1,1.52655363105989
497,"Mercia","field_250510",23,11,2,2,12,13.8144153745995,3.8144153745995,20.2573,1.3982,22.67,22.5598,0.0935,1,1.52655363105989
498,"Mercia","field_250510",23,12,1,1,12,13.8144153745995,2.8144153745995,15.2956,1.5314,17.9574,17.8524,0.0707,1,1.52655363105989
499,"Mercia","field_250510",24,11,2,2,12,13.8144153745995,3.8144153745995,21.8493,1.4978,26.1785,25.8767,0.1189,1,1.50839836381425
500,"Mercia","field_250510",24,9,4,4,12,13.8144153745995,5.8144153745995,14.8805,1.2179,14.8917,14.3593,0.0557,1,1.50839836381425
501,"Mercia","field_250510",24,10,3,3,12,13.8144153745995,4.8144153745995,17.2363,1.3209,18.074,17.8585,0.0794,1,1.50839836381425
502,"Mercia","field_250510",24,12,1,1,12,13.8144153745995,2.8144153745995,18.9886,1.7766,24.9035,24.8693,0.1193,1,1.50839836381425
503,"Mercia","field_250510",25,10,2,2,11,12.9184526389354,3.91845263893541,22.6615,1.5569,28.0272,27.7048,NA,1,1.48458766511891
504,"Mercia","field_250510",25,9,3,3,11,12.9184526389354,4.91845263893541,17.6026,1.374,19.1111,18.8948,NA,1,1.48458766511891
505,"Mercia","field_250510",25,11,1,1,11,12.9184526389354,2.91845263893541,21.6852,1.8878,29.903,29.8574,NA,1,1.48458766511891
506,"Mercia","field_250510",25,8,4,4,11,12.9184526389354,5.91845263893541,16.3651,1.1781,13.9696,12.0172,NA,2,1.48458766511891
507,"Mercia","field_250510",27,10,3,3,12,13.8144153745995,4.8144153745995,17.1024,1.4071,18.9258,18.7972,0.0854,1,1.5679918542742
508,"Mercia","field_250510",27,9,4,4,12,13.8144153745995,5.8144153745995,14.5099,1.3814,16.8743,16.7722,0.0663,3,1.5679918542742
509,"Mercia","field_250510",27,12,1,1,12,13.8144153745995,2.8144153745995,16.9925,1.6912,20.8056,20.7679,0.1063,1,1.5679918542742
510,"Mercia","field_250510",27,11,2,2,12,13.8144153745995,3.8144153745995,20.8414,1.5344,25.769,25.733,0.1218,1,1.5679918542742
511,"Mercia","field_250510",28,9,4,4,12,13.8144153745995,5.8144153745995,17.7053,1.3742,19.4283,19.3008,0.0795,1,1.5239068491567
512,"Mercia","field_250510",28,11,2,2,12,13.8144153745995,3.8144153745995,21.0285,1.5446,26.2254,26.2101,0.1282,1,1.5239068491567
513,"Mercia","field_250510",28,10,3,3,12,13.8144153745995,4.8144153745995,17.6739,1.4046,20.5504,20.4825,0.0886,1,1.5239068491567
514,"Mercia","field_250510",28,12,1,1,12,13.8144153745995,2.8144153745995,16.1784,1.5962,19.0185,18.9942,0.0958,1,1.5239068491567
515,"Mercia","field_250510",29,10,3,3,12,13.8144153745995,4.8144153745995,21.4249,1.6562,28.1003,28.063,NA,1,1.62088377784083
516,"Mercia","field_250510",29,11,2,2,12,13.8144153745995,3.8144153745995,19.0443,1.5293,22.7662,22.7053,NA,1,1.62088377784083
517,"Mercia","field_250510",29,12,1,1,12,13.8144153745995,2.8144153745995,16.1418,1.6523,19.2056,19.1917,NA,1,1.62088377784083
518,"Mercia","field_250510",29,9,4,4,12,13.8144153745995,5.8144153745995,18.8969,1.5041,22.0069,21.9853,NA,1,1.62088377784083
519,"Mercia","field_250510",3,9,4,4,12,13.8144153745995,5.8144153745995,20.1883,1.4483,22.7709,22.5293,NA,1,1.53528517716196
520,"Mercia","field_250510",3,12,1,1,12,13.8144153745995,2.8144153745995,15.8656,1.6944,20.4059,20.3458,NA,1,1.53528517716196
521,"Mercia","field_250510",3,11,2,2,12,13.8144153745995,3.8144153745995,22.1825,1.6141,29.1046,28.8982,NA,1,1.53528517716196
522,"Mercia","field_250510",3,10,3,3,12,13.8144153745995,4.8144153745995,20.1314,1.5276,24.8677,24.6559,NA,1,1.53528517716196
523,"Mercia","field_250510",32,9,3,3,11,12.9184526389354,4.91845263893541,17.2896,1.4247,19.1048,18.7263,0.091,1,1.5462013194294
524,"Mercia","field_250510",32,11,1,1,11,12.9184526389354,2.91845263893541,17.2978,1.7468,22.738,22.683,0.1257,1,1.5462013194294
525,"Mercia","field_250510",32,10,2,2,11,12.9184526389354,3.91845263893541,19.8385,1.5829,24.6822,24.2091,0.1293,1,1.5462013194294
526,"Mercia","field_250510",32,8,4,4,11,12.9184526389354,5.91845263893541,16.6437,1.3446,18.1909,17.8519,0.0757,1,1.5462013194294
527,"Mercia","field_250510",4,9,4,4,12,13.8144153745995,5.8144153745995,19.6828,1.4138,21.9964,21.4403,0.0919,1,1.58635320367386
528,"Mercia","field_250510",4,11,2,2,12,13.8144153745995,3.8144153745995,21.299,1.6814,27.7225,27.5193,0.1403,1,1.58635320367386
529,"Mercia","field_250510",4,12,1,1,12,13.8144153745995,2.8144153745995,14.1594,1.5849,16.6403,16.6235,0.0841,1,1.58635320367386
530,"Mercia","field_250510",4,10,3,3,12,13.8144153745995,4.8144153745995,22.18,1.5159,26.7498,26.3303,0.1241,1,1.58635320367386
531,"Mercia","field_250510",5,9,4,4,12,13.8144153745995,5.8144153745995,18.8109,1.3526,19.5113,19.3119,0.0853,1,1.49067381035195
532,"Mercia","field_250510",5,8,5,5,12,13.8144153745995,6.8144153745995,15.4418,1.1481,12.8479,10.4477,NA,2,1.49067381035195
533,"Mercia","field_250510",5,11,2,2,12,13.8144153745995,3.8144153745995,23.2437,1.5813,29.3451,29.1257,0.1067,1,1.49067381035195
534,"Mercia","field_250510",5,10,3,3,12,13.8144153745995,4.8144153745995,19.276,1.5093,23.1083,23.0254,0.107,1,1.49067381035195
535,"Mercia","field_250510",5,12,1,1,12,13.8144153745995,2.8144153745995,15.9658,1.7114,20.7301,20.7125,0.1482,1,1.49067381035195
536,"Mercia","field_250510",6,12,1,1,12,13.8144153745995,2.8144153745995,19.7159,1.765,26.2737,26.1708,0.1415,1,1.57546756405448
537,"Mercia","field_250510",6,11,2,2,12,13.8144153745995,3.8144153745995,21.2263,1.5853,27.0409,26.6119,0.1319,1,1.57546756405448
538,"Mercia","field_250510",6,10,3,3,12,13.8144153745995,4.8144153745995,19.871,1.3641,21.8021,21.2242,0.1017,1,1.57546756405448
539,"Mercia","field_250510",6,9,4,4,12,13.8144153745995,5.8144153745995,18.0843,1.3237,17.6896,16.2034,0.0686,2,1.57546756405448
540,"Mercia","field_250510",7,10,3,3,12,13.8144153745995,4.8144153745995,18.7919,1.4505,21.1108,21.0259,NA,1,1.50467702024686
541,"Mercia","field_250510",7,9,4,4,12,13.8144153745995,5.8144153745995,16.2038,1.1223,13.2859,12.2555,NA,1,1.50467702024686
542,"Mercia","field_250510",7,12,1,1,12,13.8144153745995,2.8144153745995,16.3957,1.6668,20.1061,20.0659,NA,1,1.50467702024686
543,"Mercia","field_250510",7,11,2,2,12,13.8144153745995,3.8144153745995,21.4324,1.5735,27.2232,27.1146,NA,1,1.50467702024686
544,"Mercia","field_250510",8,11,1,1,11,12.9184526389354,2.91845263893541,19.3348,1.7936,26.2079,26.1506,0.1392,1,1.57731080308758
545,"Mercia","field_250510",8,8,4,4,11,12.9184526389354,5.91845263893541,17.5102,1.287,16.5258,14.798,0.0606,2,1.57731080308758
546,"Mercia","field_250510",8,10,2,2,11,12.9184526389354,3.91845263893541,19.7395,1.6043,24.6387,24.4551,0.1173,1,1.57731080308758
547,"Mercia","field_250510",8,9,3,3,11,12.9184526389354,4.91845263893541,18.1864,1.5361,21.5138,21.3048,0.0988,1,1.57731080308758
548,"Rht2","field_040210",1,4,8,1,3,3.63806482807232,0.638064828072319,4.9878,0.39726,1.3425,1.3364,NA,3,1.40224355370705
549,"Rht2","field_040210",1,1,11,4,3,3.63806482807232,3.63806482807232,7.9655,0.40646,2.8598,2.2497,0.01093,1,1.40224355370705
550,"Rht2","field_040210",1,2,10,3,3,3.63806482807232,2.63806482807232,9.9324,0.38082,3.066,2.9371,NA,1,1.40224355370705
551,"Rht2","field_040210",1,3,9,2,3,3.63806482807232,1.63806482807232,10.0865,0.42614,3.3692,3.1799,0.01323,1,1.40224355370705
552,"Rht2","field_040210",10,4,9,2,3,3.97987514858061,0.979875148580605,8.3446,0.56075,3.7991,3.7293,NA,1,1.28852621383895
553,"Rht2","field_040210",10,2,11,4,3,3.97987514858061,2.97987514858061,10.6196,0.4489,3.8624,3.5797,NA,1,1.28852621383895
554,"Rht2","field_040210",10,3,10,3,3,3.97987514858061,1.97987514858061,10.435,0.54933,4.3722,4.2847,0.0191,1,1.28852621383895
555,"Rht2","field_040210",10,1,12,5,3,3.97987514858061,3.97987514858061,8.5276,0.49587,3.7378,3.4414,0.01535,1,1.28852621383895
556,"Rht2","field_040210",11,1,11,5,3,3.74888663067146,3.74888663067146,8.5346,0.48799,3.6905,2.8693,0.01571,1,1.76154795476377
557,"Rht2","field_040210",11,4,8,2,3,3.74888663067146,0.748886630671459,6.0176,0.50178,2.0718,2.0641,NA,3,1.76154795476377
558,"Rht2","field_040210",11,2,10,4,3,3.74888663067146,2.74888663067146,10.2508,0.46705,3.7415,3.715,NA,1,1.76154795476377
559,"Rht2","field_040210",11,3,9,3,3,3.74888663067146,1.74888663067146,9.8844,0.53803,4.0341,3.517,0.0168,1,1.76154795476377
560,"Rht2","field_040210",12,1,11,5,3,3.78855775742391,3.78855775742391,8.9913,0.48971,3.9085,3.3819,0.01598,1,1.38961294336092
561,"Rht2","field_040210",12,2,10,4,3,3.78855775742391,2.78855775742391,11.2189,0.47897,4.2014,4.0027,NA,1,1.38961294336092
562,"Rht2","field_040210",12,4,8,2,3,3.78855775742391,0.788557757423906,6.9459,0.40409,2.2411,2.2065,NA,3,1.38961294336092
563,"Rht2","field_040210",12,3,9,3,3,3.78855775742391,1.78855775742391,11.3179,0.53916,4.8073,4.5683,0.01881,1,1.38961294336092
564,"Rht2","field_040210",13,2,10,4,3,3.84941481643403,2.84941481643403,9.7957,0.46013,3.6839,3.589,NA,1,1.46466050059967
565,"Rht2","field_040210",13,4,8,2,3,3.84941481643403,0.84941481643403,6.7868,0.42075,2.0718,2.0642,NA,3,1.46466050059967
566,"Rht2","field_040210",13,3,9,3,3,3.84941481643403,1.84941481643403,10.4084,0.44859,3.7976,3.7764,0.01572,1,1.46466050059967
567,"Rht2","field_040210",13,1,11,5,3,3.84941481643403,3.84941481643403,8.3511,0.49632,3.5985,3.0789,0.01527,1,1.46466050059967
568,"Rht2","field_040210",14,1,11,4,3,3.69171194054763,3.69171194054763,8.8096,0.45452,3.5533,3.1573,0.01445,1,1.51355542302711
569,"Rht2","field_040210",14,4,8,1,3,3.69171194054763,0.69171194054763,5.5421,0.40773,1.5395,1.5241,NA,3,1.51355542302711
570,"Rht2","field_040210",14,3,9,2,3,3.69171194054763,1.69171194054763,10.4003,0.51647,4.1482,4.0914,0.01782,1,1.51355542302711
571,"Rht2","field_040210",14,2,10,3,3,3.69171194054763,2.69171194054763,9.3183,0.47447,3.7358,3.6019,NA,1,1.51355542302711
572,"Rht2","field_040210",15,2,10,3,3,3.70171884998045,2.70171884998045,8.9219,0.34357,2.5014,2.3695,NA,1,1.85838696072374
573,"Rht2","field_040210",15,4,8,1,3,3.70171884998045,0.701718849980447,4.8051,0.43976,1.3662,1.3534,NA,3,1.85838696072374
574,"Rht2","field_040210",15,3,9,2,3,3.70171884998045,1.70171884998045,9.0045,0.42214,2.7671,2.4136,0.0115,2,1.85838696072374
575,"Rht2","field_040210",15,1,11,4,3,3.70171884998045,3.70171884998045,6.6669,0.33102,1.9199,1.7751,0.00778,1,1.85838696072374
576,"Rht2","field_040210",16,3,9,3,3,3.91232798146164,1.91232798146164,9.4737,0.49728,3.7301,3.6625,0.01656,1,2.00675332936937
577,"Rht2","field_040210",16,4,8,2,3,3.91232798146164,0.912327981461637,6.6399,0.49807,2.5526,2.5461,NA,3,2.00675332936937
578,"Rht2","field_040210",16,1,11,5,3,3.91232798146164,3.91232798146164,7.4694,0.46541,3.0732,2.7829,0.01255,1,2.00675332936937
579,"Rht2","field_040210",16,2,10,4,3,3.91232798146164,2.91232798146164,9.1006,0.45973,3.4151,3.2396,NA,1,2.00675332936937
580,"Rht2","field_040210",17,4,8,1,3,3.69981519772603,0.699815197726029,5.7383,0.44129,1.6333,1.6237,NA,3,1.14461998020503
581,"Rht2","field_040210",17,3,9,2,3,3.69981519772603,1.69981519772603,10.0412,0.48603,3.7877,3.6766,0.01644,1,1.14461998020503
582,"Rht2","field_040210",17,1,11,4,3,3.69981519772603,3.69981519772603,8.71,0.43032,3.3219,2.3552,0.01285,1,1.14461998020503
583,"Rht2","field_040210",17,2,10,3,3,3.69981519772603,2.69981519772603,10.5036,0.40888,3.3439,3.1424,NA,1,1.14461998020503
584,"Rht2","field_040210",18,4,8,2,3,4.31557569773926,1.31557569773926,6.8621,0.50668,2.661,2.644,NA,3,1.56376960374147
585,"Rht2","field_040210",18,5,7,1,3,4.31557569773926,0.315575697739265,2.4244,0.22723,0.39348,0.39254,NA,3,1.56376960374147
